id,created_at,user,ori_text,hashtags,cleaned_text,cleaned_hashtags,cleaned_text_no_stopwords,label
1886361796619251816,2025-02-03 10:31:13+00:00,Mudafiq R. Pratama,"Hari ini, dosen ASN @kemdiktisaintek turun ke jalan!
Kami sedang menjalankan Tri Dharma. Hari ini, pengabdian kami adalah memperjuangkan hak yang selama ini diabaikan. Bayarkan tukin dosen ASN! 
#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah 
@tukin_dosenASN https://t.co/GoTldWVPyW","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",hari ini dosen asn turun ke jalan kami sedang menjalankan tri dharma hari ini pengabdian kami adalah memperjuangkan hak yang selama ini diabaikan bayarkan tukin dosen asn,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,dosen asn turun jalan menjalankan tri dharma pengabdian memperjuangkan hak diabaikan bayarkan tukin dosen asn,Negative
1886237923307290830,2025-02-03 02:19:00+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Semangat dosen-dosen seluruh Indonesia,,kita tuntut keadilan untuk kesejahteraan Dosen, untuk masa depan Pendidikan di Indonesia

@prabowo 
@Kemdiktisaintek
@Gerindra 
@detikcom 
@kompascom 
@tempodotco 
@NarasiNewsroom 
@liputan6dotcom 
@Lambe_Turah 

#tukinforall","['tukinforall', 'dosenbukansapiperah', 'bayartukindosenkemdiktisaintek']",semangat dosendosen seluruh indonesiakita tuntut keadilan untuk kesejahteraan dosen untuk masa depan pendidikan di indonesia,tukinforall dosenbukansapiperah bayartukindosenkemdiktisaintek,semangat dosendosen indonesiakita tuntut keadilan kesejahteraan dosen pendidikan indonesia,Neutral
1886257694576967939,2025-02-03 03:37:34+00:00,Adiguna Utama,"Sungguh memilukan, dosen @Kemdiktisaintek sebagai ujung tombak pendidikan tinggi justru menerima bayaran yang tak sebanding dengan tugas dan tanggung jawabnya.
#DosenDimiskinkanNegara #DosenBukanSapiPerah #BayarTukinDosenKemdiktisaintek #TukinForAll #JanganJadiDosen","['DosenDimiskinkanNegara', 'DosenBukanSapiPerah', 'BayarTukinDosenKemdiktisaintek', 'TukinForAll', 'JanganJadiDosen']",sungguh memilukan dosen sebagai ujung tombak pendidikan tinggi justru menerima bayaran yang tak sebanding dengan tugas dan tanggung jawabnya,dosendimiskinkannegara dosenbukansapiperah bayartukindosenkemdiktisaintek tukinforall janganjadidosen,sungguh memilukan dosen ujung tombak pendidikan menerima bayaran sebanding tugas tanggung,Negative
1881674207173779910,2025-01-21 12:04:25+00:00,rotiselai,"Bayarkan Hak Tukin Dosen ASN Kemdiktisaintek, karena selama ini hanya kami yang dikecualikan dan diabaikan dari Hak Tukin sebagai ASN Kementrian. #DosendimiskinkanNEGARA
#BAYARTUKINDOSENKEMDIKTISAINTEK
#Dosenbukansapiperah","['DosendimiskinkanNEGARA', 'BAYARTUKINDOSENKEMDIKTISAINTEK', 'Dosenbukansapiperah']",bayarkan hak tukin dosen asn kemdiktisaintek karena selama ini hanya kami yang dikecualikan dan diabaikan dari hak tukin sebagai asn kementrian,dosendimiskinkannegara bayartukindosenkemdiktisaintek dosenbukansapiperah,bayarkan hak tukin dosen asn kemdiktisaintek dikecualikan diabaikan hak tukin asn kementrian,Neutral
1886302577127776361,2025-02-03 06:35:54+00:00,"Prof. Dr. Ir. H. Kogoro Mouri, B.Sc., M.Sc., Ph.D.","Tujuan saya datang:

1. Solidaritas
2. Bukti aksi nyata, tidak cuma ngomel
3. Sejahtera, jadi bisa fokus ngembangin pengajaran dan serius nulis publikasi

#tukinforall 
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah

@tukin_dosenASN https://t.co/sq2yq0yh0Y","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",tujuan saya datang solidaritas bukti aksi nyata tidak cuma ngomel sejahtera jadi bisa fokus ngembangin pengajaran dan serius nulis publikasi,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,tujuan solidaritas bukti aksi nyata ngomel sejahtera fokus ngembangin pengajaran serius nulis publikasi,Neutral
1886298239147577508,2025-02-03 06:18:40+00:00,𝕭𝖆𝖓𝖌 𝕴𝖖𝖇𝖆𝖑,"Jk pencairan tukin sjk 2020 gagal, Tagih terus sambil turunkan jam bekerja &amp; fokus pekerjaan professional di luar kampus

Kampus tidak layak mendapatkan melainkan sedikit saja dari dosen

#bayartukindosenkemdiktisaintek #tukinforall #dosenbukansapiperah #DosenDimiskinkanNegara","['bayartukindosenkemdiktisaintek', 'tukinforall', 'dosenbukansapiperah', 'DosenDimiskinkanNegara']",jk pencairan tukin sjk gagal tagih terus sambil turunkan jam bekerja fokus pekerjaan professional di luar kampus kampus tidak layak mendapatkan melainkan sedikit saja dari dosen,bayartukindosenkemdiktisaintek tukinforall dosenbukansapiperah dosendimiskinkannegara,jk pencairan tukin sjk gagal tagih turunkan jam fokus pekerjaan professional kampus kampus layak dosen,Neutral
1881221623329812942,2025-01-20 06:06:01+00:00,"Prof. Dr. Ir. H. Kogoro Mouri, B.Sc., M.Sc., Ph.D.","Semoga pegawai2 pusat kemdiktisaintek jadi solid mendukung implementasi tukin dosen asn di instansi mereka. Memang tidak enak merasakan ketidakadilan dan penindasan.

#dosenbukansapiperah 
#DosenDimiskinkanNegara
#bayartukindosenkemdiktisaintek","['dosenbukansapiperah', 'DosenDimiskinkanNegara', 'bayartukindosenkemdiktisaintek']",semoga pegawai pusat kemdiktisaintek jadi solid mendukung implementasi tukin dosen asn di instansi mereka memang tidak enak merasakan ketidakadilan dan penindasan,dosenbukansapiperah dosendimiskinkannegara bayartukindosenkemdiktisaintek,semoga pegawai pusat kemdiktisaintek solid mendukung implementasi tukin dosen asn instansi enak merasakan ketidakadilan penindasan,Positive
1886312360438276343,2025-02-03 07:14:47+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Persiapan menuju Istana, menyampaikan Surat Tuntutan dan menyampaikan aspirasi dosen ASN @Kemdiktisaintek ke Presiden. Pihak istana menerima 8 orang perwakilan ADAKSI, semoga bisa diterima langsung oleh bapak presiden @prabowo 
#tukinforall 
#bayartukindosenkemdiktisaintek https://t.co/iVeCWO75Vk","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",persiapan menuju istana menyampaikan surat tuntutan dan menyampaikan aspirasi dosen asn ke presiden pihak istana menerima orang perwakilan adaksi semoga bisa diterima langsung oleh bapak presiden,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,persiapan istana surat tuntutan aspirasi dosen asn presiden istana menerima orang perwakilan adaksi semoga diterima langsung presiden,Neutral
1886363086837436884,2025-02-03 10:36:21+00:00,Mudafiq R. Pratama,"""Kami Mengajar Mahasiswa Berpikir Kritis, Kini Saatnya Kami Bersikap kritis!""
Hari ini kami turun ke jalan, bukan krn ingin gaduh, tp karena janji pemerintah tak kunjung ditepati! @Kemdiktisaintek @tukin_dosenASN #tukinforall #bayartukindosenkemdiktisaintek #dosenbukansapiperah https://t.co/IvdNtWq6Kq","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",kami mengajar mahasiswa berpikir kritis kini saatnya kami bersikap kritis hari ini kami turun ke jalan bukan karena ingin gaduh tapi karena janji pemerintah tak kunjung ditepati,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,mengajar mahasiswa berpikir kritis bersikap kritis turun jalan gaduh janji pemerintah kunjung ditepati,Negative
1878287353925550323,2025-01-12 03:46:16+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"""Jika ingin menghancurkan sebuah bangsa, tidak perlu dengan perang, cukup HANCURKAN PENDIDIKAN dan ABAIKAN PENDIDIKNYA""

🧵sebuah utas bagaimana dosen ASN Kemdiktisaintek SELALU DIKECUALIKAN untuk mendapatkan tukin sejak lama https://t.co/AjHspkR7vy",[],jika ingin menghancurkan sebuah bangsa tidak perlu dengan perang cukup hancurkan pendidikan dan abaikan pendidiknya sebuah utas bagaimana dosen asn kemdiktisaintek selalu dikecualikan untuk mendapatkan tukin sejak lama,,menghancurkan bangsa perang hancurkan pendidikan abaikan pendidiknya utas dosen asn kemdiktisaintek dikecualikan tukin,Negative
1886723834151362824,2025-02-04 10:29:50+00:00,KuliKampus,"Saat para dosen menyampaikan adanya ketidakadilan kepada institusi yg hrsnya mengayomi dan turut menyuarakan perjuangan twrsebut. Justru cenderung diam dan mati rasa
@tukin_dosenASN @pekerjakampus 
#bayartukindosenkemdiktisaintek 
#tukinforall 
#dosenbukansapiperah https://t.co/1iOaOwmN9U","['bayartukindosenkemdiktisaintek', 'tukinforall', 'dosenbukansapiperah']",saat para dosen menyampaikan adanya ketidakadilan kepada institusi yang hrsnya mengayomi dan turut menyuarakan perjuangan twrsebut justru cenderung diam dan mati rasa,bayartukindosenkemdiktisaintek tukinforall dosenbukansapiperah,dosen ketidakadilan institusi hrsnya mengayomi menyuarakan perjuangan twrsebut cenderung diam mati,Negative
1886219480172527963,2025-02-03 01:05:42+00:00,Jalan Jembatan,"Dari pemangkasan anggaran 360T. bisa dong 8T dilokasikan untk TUKIN Dosen @Kemdiktisaintek pak @prabowo. mereka bertahun2 terdiskriminasi, disaat yg lain tukin naik. dosen tidak pernah dapat tukin.
@tukin_dosenASN 
#dosenbukansapiperah #tukinforall #bayartukindosenkemdiktisaintek","['dosenbukansapiperah', 'tukinforall', 'bayartukindosenkemdiktisaintek']",dari pemangkasan anggaran t bisa dong t dilokasikan untk tukin dosen pak mereka bertahun terdiskriminasi disaat yang lain tukin naik dosen tidak pernah dapat tukin,dosenbukansapiperah tukinforall bayartukindosenkemdiktisaintek,pemangkasan anggaran t t dilokasikan untk tukin dosen bertahun terdiskriminasi disaat tukin dosen tukin,Neutral
1886291158067974641,2025-02-03 05:50:32+00:00,KuliKampus,"Pak Presiden kami hnya memperjuangkan Hak &amp; Keadilan dan bkn melawan Negara. Kami jg memimpikan Indonesia Emas 2045. Tp tolong jgn biarkan kami bekerja dgn kantong yg mencemaskan masa dpn kami 🙏
@tukin_dosenASN #bayartukindosenkemdiktisaintek 
#tukinforall 
#dosenbukansapiperah","['bayartukindosenkemdiktisaintek', 'tukinforall', 'dosenbukansapiperah']",pak presiden kami hnya memperjuangkan hak keadilan dan bkn melawan negara kami jg memimpikan indonesia emas tapi tolong jangan biarkan kami bekerja dengan kantong yang mencemaskan masa dpn kami,bayartukindosenkemdiktisaintek tukinforall dosenbukansapiperah,presiden hnya memperjuangkan hak keadilan bkn melawan negara jg memimpikan indonesia emas tolong biarkan kantong mencemaskan dpn,Negative
1886292933579812947,2025-02-03 05:57:35+00:00,🍉Nisa🍉,"Semangat dan hati-hati untuk para dosen dan pengajar!
#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah 
#tukinforall","['bayartukindosenkemdiktisaintek', 'dosenbukansapiperah', 'tukinforall']",semangat dan hatihati untuk para dosen dan pengajar,bayartukindosenkemdiktisaintek dosenbukansapiperah tukinforall,semangat hatihati dosen pengajar,Positive
1886039569050767691,2025-02-02 13:10:48+00:00,freeday🇲🇨,"beneran mau kiamat ini negaraa ☺
seumur hidup slm 26 tahun, baru ini liat dosen (gak mandang jurusan) turun ke jalan 🙂🙃 #tukinforall #bayartukindosenkemdiktisaintek #dosenbukansapiperah https://t.co/f5go07WBLA","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",beneran mau kiamat ini negaraa seumur hidup slm tahun baru ini liat dosen tidak mandang jurusan turun ke jalan,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,beneran kiamat negaraa seumur hidup slm liat dosen mandang jurusan turun jalan,Negative
1886280974490882513,2025-02-03 05:10:04+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Ketika dosen turun ke jalan, itu memperlihatkan betapa menyedihkannya kualitas (pendidikan) moral para pejabat yang sudah mengesampingkan hak kami selama 5 tahun ini. 

Lebih dari  500 dosen ASN @Kemdiktisaintek
turun ke jalan menuntut haknya. Tuntutan ini ditujukan kepada bapak https://t.co/PlDoiAlzew","['bayartukindosenkemdiktisaintek', 'tukinforall', 'dosenbukansapiperah']",ketika dosen turun ke jalan itu memperlihatkan betapa menyedihkannya kualitas pendidikan moral para pejabat yang sudah mengesampingkan hak kami selama tahun ini lebih dari dosen asn turun ke jalan menuntut haknya tuntutan ini ditujukan kepada bapak,bayartukindosenkemdiktisaintek tukinforall dosenbukansapiperah,dosen turun jalan betapa menyedihkannya kualitas pendidikan moral pejabat mengesampingkan hak dosen asn turun jalan menuntut haknya tuntutan,Negative
1886263175294902745,2025-02-03 03:59:20+00:00,Adiguna Utama,"Kualitas pendidikan terancam bila dosen terus diperlakukan semena-mena. Suara keprihatinan kami adalah panggilan untuk perubahan nyata!
#DosenDimiskinkanNegara #DosenBukanSapiPerah #BayarTukinDosenKemdiktisaintek #TukinForAll #JanganJadiDosen","['DosenDimiskinkanNegara', 'DosenBukanSapiPerah', 'BayarTukinDosenKemdiktisaintek', 'TukinForAll', 'JanganJadiDosen']",kualitas pendidikan terancam bila dosen terus diperlakukan semenamena suara keprihatinan kami adalah panggilan untuk perubahan nyata,dosendimiskinkannegara dosenbukansapiperah bayartukindosenkemdiktisaintek tukinforall janganjadidosen,kualitas pendidikan terancam dosen diperlakukan semenamena suara keprihatinan panggilan perubahan nyata,Negative
1886251645883101634,2025-02-03 03:13:31+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"TARIAN PERAN KABASARAN oleh Dosen2 ASN @Kemdiktisaintek 

#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah #tukinforall","['bayartukindosenkemdiktisaintek', 'dosenbukansapiperah', 'tukinforall']",tarian peran kabasaran oleh dosen asn,bayartukindosenkemdiktisaintek dosenbukansapiperah tukinforall,tarian peran kabasaran dosen asn,Neutral
1881629438858903569,2025-01-21 09:06:31+00:00,KuliKampus,"Dosen bukan perkerjaan yang bersembunyi dibawah kata ""pengabdian"". Hargai setiap keringat dosen dengan membayarkan hak mereka. Tdk ada kata lain, BAYARKAN TUKIN DOSEN !
@tukin_dosenASN
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah 
#dosendimiskinkannegara","['bayartukindosenkemdiktisaintek', 'dosenbukansapiperah', 'dosendimiskinkannegara']",dosen bukan perkerjaan yang bersembunyi dibawah kata pengabdian hargai setiap keringat dosen dengan membayarkan hak mereka tidak ada kata lain bayarkan tukin dosen,bayartukindosenkemdiktisaintek dosenbukansapiperah dosendimiskinkannegara,dosen perkerjaan bersembunyi dibawah pengabdian hargai keringat dosen membayarkan hak bayarkan tukin dosen,Negative
1880622274434543630,2025-01-18 14:24:25+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Parah banget 😭😭
#dosenbukansapiperah #DosenDimiskinkanNegara #bayartukindosenkemdiktisaintek","['dosenbukansapiperah', 'DosenDimiskinkanNegara', 'bayartukindosenkemdiktisaintek']",parah banget,dosenbukansapiperah dosendimiskinkannegara bayartukindosenkemdiktisaintek,parah banget,Negative
1886289606296908000,2025-02-03 05:44:22+00:00,Nabiyla Risfa Izzati,"Bayarkan hak tukin dosen, @Kemdiktisaintek @prabowo! #dosenbukansapiperah #tukinforall #bayartukindosenkemdiktisaintek","['dosenbukansapiperah', 'tukinforall', 'bayartukindosenkemdiktisaintek']",bayarkan hak tukin dosen,dosenbukansapiperah tukinforall bayartukindosenkemdiktisaintek,bayarkan hak tukin dosen,Neutral
1886357723652243925,2025-02-03 10:15:02+00:00,Mudafiq R. Pratama,"Dosen ASN turun ke jalan karena menuntut hak yg seharusnya diterima. Ini adalah bukti nyata bahwa negara ini abai pada pendidikan di indonesia. Begini mau jadi INDONESIA EMAS? 
@Kemdiktisaintek 
#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah 
@tukin_dosenASN https://t.co/7Oo1YjL2m8","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",dosen asn turun ke jalan karena menuntut hak yang seharusnya diterima ini adalah bukti nyata bahwa negara ini abai pada pendidikan di indonesia begini mau jadi indonesia emas,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,dosen asn turun jalan menuntut hak diterima bukti nyata negara abai pendidikan indonesia indonesia emas,Negative
1886270801063899454,2025-02-03 04:29:38+00:00,Pejuang Tukin Dosen ASN Kemendiktisaintek,"Orasi dari Bu Fatimah @FatimahFat88111 Koordinator Pejuang Tukin,,, kita kawal bersama perjuangan ini sampai cair,, Tukin 2020-2024 adalah utang negara kepada kami
@Kemdiktisaintek @prabowo 
#tukinforall
#bayartukindosenkemdiktisaintek
#dosenbukansapiperah https://t.co/cJuqEGBPiY","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",orasi dari bu fatimah koordinator pejuang tukin kita kawal bersama perjuangan ini sampai cair tukin adalah utang negara kepada kami,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,orasi bu fatimah koordinator pejuang tukin kawal perjuangan cair tukin utang negara,Neutral
1886209792097787990,2025-02-03 00:27:13+00:00,Desmina Kristiani Hutabarat,"Jangan diskriminasi ke kami @tukin_dosenASN terlalu rasanya tukin hanya dibayarkan ke pegawai tendik @Kemdiktisaintek. kami #dosenbukansapiperah dg kegiatan Tridharma.mohon hak kami diperhatikan bapak Presiden @prabowo yg terhormat 🙏#tukinforall
#bayartukindosenkemdiktisaintek https://t.co/4xffg0Dfyt","['dosenbukansapiperah', 'tukinforall', 'bayartukindosenkemdiktisaintek']",jangan diskriminasi ke kami terlalu rasanya tukin hanya dibayarkan ke pegawai tendik kami dengan kegiatan tridharmamohon hak kami diperhatikan bapak presiden yang terhormat,dosenbukansapiperah tukinforall bayartukindosenkemdiktisaintek,diskriminasi tukin dibayarkan pegawai tendik kegiatan tridharmamohon hak diperhatikan presiden terhormat,Negative
1886283362488529381,2025-02-03 05:19:33+00:00,Della,"Semangat para dosen semoga aspirasinya di denger sama mereka Aamiin

#tukinforall #bayartukindosenkemdiktisaintek #dosenbukansapiperah","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",semangat para dosen semoga aspirasinya di denger sama mereka aamiin,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,semangat dosen semoga aspirasinya denger aamiin,Positive
1881166298337648683,2025-01-20 02:26:10+00:00,"Prof. Dr. Ir. H. Kogoro Mouri, B.Sc., M.Sc., Ph.D.","Wahai dosen2 ASN kemdiktisaintek, gini lho kaya pegawai dikti pusat: BERANI BERSUARA, bukan cuma CARI AMAN tp di belakang ngedumel

#dosenbukansapiperah 
#DosenDimiskinkanNegara 
#bayartukindosenkemdiktisaintek","['dosenbukansapiperah', 'DosenDimiskinkanNegara', 'bayartukindosenkemdiktisaintek']",wahai dosen asn kemdiktisaintek gini lho kaya pegawai dikti pusat berani bersuara bukan cuma cari aman tapi di belakang ngedumel,dosenbukansapiperah dosendimiskinkannegara bayartukindosenkemdiktisaintek,dosen asn kemdiktisaintek gini lho kaya pegawai dikti pusat berani bersuara cari aman ngedumel,Negative
1886541651579183317,2025-02-03 22:25:54+00:00,evanorawr,"Kasihan jg lihat dosen yg terpaksa nebeng penelitian mahasiswanya buat menuhin administrasi.

Soal gas juga dong bahlil, entw bahlul.

#bayartukindosenkemdiktisaintek
#tukinforall
#dosenbukansapiperah
#BahlilBahlul https://t.co/fGV3lDmnec","['bayartukindosenkemdiktisaintek', 'tukinforall', 'dosenbukansapiperah', 'BahlilBahlul']",kasihan jg lihat dosen yang terpaksa nebeng penelitian mahasiswanya buat menuhin administrasi soal gas juga dong bahlil entw bahlul,bayartukindosenkemdiktisaintek tukinforall dosenbukansapiperah bahlilbahlul,kasihan jg lihat dosen terpaksa nebeng penelitian mahasiswanya menuhin administrasi gas bahlil entw bahlul,Negative
1886216905687732584,2025-02-03 00:55:29+00:00,KuliKampus,"Hari ini para dosen berkumpul d depan Istana Merdeka untuk memperjuangkan haknya yg tdk dibayarkan sejak 5 tahun lalu. Kami tdk mengemis, kami dtg memperjuangkan keadilan. 
@tukin_dosenASN
#tukinforall 
#bayartukindosenkemdiktisaintek 
#dosenbukansapiperah","['tukinforall', 'bayartukindosenkemdiktisaintek', 'dosenbukansapiperah']",hari ini para dosen berkumpul d depan istana merdeka untuk memperjuangkan haknya yang tidak dibayarkan sejak tahun lalu kami tidak mengemis kami dtg memperjuangkan keadilan,tukinforall bayartukindosenkemdiktisaintek dosenbukansapiperah,dosen berkumpul d istana merdeka memperjuangkan haknya dibayarkan mengemis dtg memperjuangkan keadilan,Neutral
